Epoch,Train Loss,Valid Loss,Train Acc,Valid Acc
1,6.011550477572849,1.4470504999160767,0.26186887716654106,0.257679180887372
2,1.3717348802657354,1.3613027095794679,0.2927656367746797,0.30716723549488056
3,1.3432661351703463,1.3367078304290771,0.31763376036171814,0.3361774744027304
4,1.3086869773410617,1.3057538986206054,0.36661642803315747,0.3771331058020478
5,1.2845585686819894,1.3306147813796998,0.36510926902788243,0.34812286689419797
6,1.2672756229128157,1.2755328178405763,0.3715146948003014,0.3856655290102389
7,1.2554782515480405,1.2733909606933593,0.3948756593820648,0.39590443686006827
8,1.2506786982218425,1.2509300231933593,0.392991710625471,0.3924914675767918
9,1.2299742358071464,1.2142250299453736,0.43029389600602863,0.4061433447098976
10,1.207650133541652,1.2309441804885863,0.4076865109269028,0.431740614334471
11,1.2072675966081166,1.1720561504364013,0.43632253202712884,0.46757679180887374
12,1.1968478588830858,1.1821224451065064,0.43368500376789754,0.44197952218430037
13,1.1646244015012468,1.1632950186729432,0.45553880934438584,0.4778156996587031
14,1.1463997420810519,1.154098105430603,0.4747550866616428,0.46757679180887374
15,1.1535010167530604,1.1712865352630615,0.4717407686510927,0.46757679180887374
16,1.1238409734907604,1.1483096122741698,0.4939713639788998,0.4812286689419795
17,1.1068391743160428,1.1101792693138122,0.49886963074604374,0.5204778156996587
18,1.1030348652885074,1.0906318426132202,0.5056518462697814,0.5358361774744027
19,1.100746853010995,1.1483752012252808,0.5026375282592314,0.47952218430034127
20,1.078288495540619,1.1239641427993774,0.5079125847776941,0.5102389078498294
21,1.0533368842942374,1.0771703958511352,0.5308967596081386,0.5392491467576792
22,1.0647388015474593,1.0785599231719971,0.5259984928409948,0.5631399317406144
23,1.0439657682464236,1.0508574724197388,0.5339110776186887,0.5290102389078498
24,1.0459996774083091,1.0716012001037598,0.5410700828937453,0.5648464163822525
25,1.0246791867982774,1.0353329181671143,0.5395629238884703,0.6126279863481229
26,1.043924365724836,1.0642913579940796,0.5391861341371514,0.552901023890785
27,1.0307651928492956,1.0608850955963134,0.5414468726450641,0.5870307167235495
28,1.0019199479193914,1.0836465716362,0.5663149962321025,0.5017064846416383
29,0.9716052384603591,1.116951096057892,0.5787490580256217,0.5392491467576792
30,0.9590308722995576,1.0005489826202392,0.5791258477769404,0.6194539249146758
31,0.9640751424289885,1.0276983022689818,0.5772418990203466,0.5887372013651877
32,0.9409926590465364,1.0495528697967529,0.5859080633006782,0.5802047781569966
33,0.9511078028451829,1.0147020101547242,0.5900527505651846,0.590443686006826
34,0.9589037185623532,1.098059093952179,0.5972117558402411,0.5085324232081911
35,0.9429170006797427,1.0014528632164001,0.5832705350414469,0.6245733788395904
36,0.9321081070672899,1.0529190301895142,0.5987189148455162,0.5665529010238908
37,0.9147970364207313,1.008357584476471,0.6077618688771665,0.5972696245733788
38,0.8982710668018886,1.07978675365448,0.6149208741522231,0.5699658703071673
39,0.8927182697114491,0.9136468291282653,0.6284853051996986,0.6552901023890785
40,0.860698938369751,1.0446223974227906,0.6401657874905803,0.5648464163822525
41,0.8316370106878734,0.9608060479164123,0.6563677467972872,0.6313993174061433
42,0.884907086690267,0.9478337049484253,0.6273549359457423,0.6416382252559727
43,0.8441788128444127,0.8998898983001709,0.6397889977392615,0.6399317406143344
44,0.8605376425243559,1.0948890209198,0.6416729464958553,0.552901023890785
45,0.8408983832313901,0.9662381410598755,0.6552373775433308,0.6194539249146758
46,0.7904636888276964,0.9338183164596557,0.672569706103994,0.6279863481228669
47,0.7772878238133022,0.9253521084785461,0.685380557648832,0.6450511945392492
48,0.7712569293521699,0.9276025176048279,0.6827430293896006,0.636518771331058
49,0.758234665507362,0.8955172419548034,0.6989449886963075,0.6279863481228669
50,0.7565690335773286,0.8579882264137269,0.6955538809344386,0.6501706484641638
51,0.7772870716594514,0.8610412120819092,0.6823662396382818,0.6535836177474402
52,0.7276587713332403,0.8760850548744201,0.7094951017332328,0.658703071672355
53,0.7489430847622099,0.9251555681228638,0.6876412961567445,0.6382252559726962
54,0.7431549515042987,0.8961878657341004,0.706103993971364,0.6484641638225256
55,0.7223907623972211,0.8425167560577392,0.712509419743783,0.6825938566552902
56,0.697697191011338,0.8532008647918701,0.7249434815373021,0.6774744027303754
57,0.6892673344839186,0.8179009795188904,0.7219291635267521,0.6825938566552902
58,0.6941027215548924,0.9088225841522217,0.7200452147701583,0.6399317406143344
59,0.6685797770818075,0.795570707321167,0.7370007535795027,0.6979522184300341
60,0.6681022388594491,0.8586829662322998,0.73474001507159,0.6774744027303754
61,0.7072701482545762,0.897175645828247,0.7128862094951017,0.6723549488054608
62,0.6633607915469578,0.9380374670028686,0.7339864355689525,0.6518771331058021
63,0.6664427405311948,0.8205219864845276,0.7377543330821401,0.7064846416382252
64,0.6226229412215096,0.8477880239486695,0.7520723436322532,0.6825938566552902
65,0.6225119048640841,0.7416615605354309,0.7479276563677468,0.7081911262798635
66,0.5882515183516911,0.9078330278396607,0.7712886209495102,0.6791808873720137
67,0.6035246167864118,0.7667016863822937,0.7558402411454408,0.6945392491467577
68,0.6196609749680474,0.8121309638023376,0.7516955538809345,0.7098976109215017
69,0.5926930705706278,0.7149515151977539,0.7750565184626979,0.7389078498293515
70,0.5757550937788827,0.7885609865188599,0.7769404672192917,0.71160409556314
71,0.5775883935746693,0.7721387624740601,0.76827430293896,0.6996587030716723
72,0.6013473953519549,0.7152395009994507,0.7596081386586285,0.7389078498293515
73,0.5597456452392396,0.7199682474136353,0.7852298417483045,0.7184300341296929
74,0.53580622729801,0.8105947554111481,0.7822155237377544,0.6877133105802048
75,0.5467932933852786,0.6935171127319336,0.7893745290128108,0.7542662116040956
76,0.5110337833563486,0.7336818754673005,0.7916352675207234,0.7252559726962458
77,0.535012526171548,0.9782279372215271,0.792388847023361,0.6791808873720137
78,0.5409202987239474,0.8086401164531708,0.7935192162773173,0.6928327645051194
79,0.5163746660663968,0.8503036975860596,0.7995478522984175,0.6962457337883959
80,0.4841245412826538,0.8064511179924011,0.8172569706103994,0.6757679180887372
81,0.5158280120009467,0.8295954704284668,0.8014318010550113,0.7372013651877133
82,0.4810995346023923,0.6674220442771912,0.8142426525998493,0.7593856655290102
83,0.46997866602171035,0.745379775762558,0.8202712886209496,0.7372013651877133
84,0.47964716525304885,0.7662742257118225,0.8116051243406179,0.7150170648464164
85,0.4355692522866385,0.6501803696155548,0.8311981914091937,0.7764505119453925
86,0.45174032023974825,0.6947195768356323,0.8236623963828184,0.7457337883959044
87,0.43806939891406466,0.666105854511261,0.8360964581763376,0.7832764505119454
88,0.4518999627658299,0.8409012198448181,0.819517709118312,0.6706484641638225
89,0.46047994778269813,0.6574900329113007,0.8187641296156745,0.757679180887372
90,0.45525063503356206,0.7900223851203918,0.8232856066314996,0.6808873720136519
91,0.42134009088788715,0.7236535131931305,0.8398643556895252,0.735494880546075
92,0.44588921183631536,0.8042682766914367,0.8368500376789751,0.6962457337883959
93,0.42672131884665715,0.7505803108215332,0.8428786737000754,0.7167235494880546
94,0.43721258072626024,0.6833966732025146,0.8376036171816127,0.7610921501706485
95,0.38912135930288405,0.6921826362609863,0.8515448379804069,0.7610921501706485
96,0.3636376616500673,0.6165398836135865,0.8639788997739262,0.7696245733788396
97,0.39705207092421396,0.6460016787052154,0.8541823662396383,0.764505119453925
98,0.42308943896066575,0.7200690150260926,0.8379804069329314,0.7491467576791809
99,0.3918476672399612,0.7542828679084778,0.8598342125094197,0.6860068259385665
100,0.3789004711877732,0.7138819098472595,0.8654860587792012,0.7593856655290102
101,0.3885454138120015,0.6761706411838532,0.8568198944988696,0.7389078498293515
102,0.3974512034938449,0.7007525324821472,0.8507912584777694,0.7218430034129693
103,0.3814074013914381,0.699804300069809,0.8587038432554635,0.764505119453925
104,0.3466015117509024,0.7062430381774902,0.8636021100226073,0.735494880546075
105,0.3081196383351371,0.6294311821460724,0.8873398643556896,0.7832764505119454
106,0.31555656663009096,0.7007868409156799,0.8858327053504145,0.7303754266211604
107,0.34543666811216445,0.6540642857551575,0.8703843255463452,0.7747440273037542
108,0.361250054978189,0.8219609498977661,0.8651092690278824,0.7303754266211604
109,0.3360042330764589,0.8116507411003113,0.875282592313489,0.7389078498293515
110,0.3030771698270525,0.696133828163147,0.8847023360964582,0.7679180887372014
111,0.3249561446053641,0.7595977544784546,0.8805576488319518,0.7406143344709898
112,0.32371599688416436,0.5994821548461914,0.8790504898266767,0.7781569965870307
113,0.2768480231364568,0.6231237649917603,0.8907309721175584,0.7935153583617748
114,0.32074826459089917,0.6953424096107483,0.8798040693293142,0.757679180887372
115,0.3371709471657163,0.6840064465999603,0.8805576488319518,0.7747440273037542
116,0.3089396258195241,0.705821293592453,0.8805576488319518,0.7849829351535836
117,0.3140372683604558,0.6465376377105713,0.888093443858327,0.7832764505119454
118,0.29906457591624486,0.6412843346595765,0.8854559155990958,0.7610921501706485
119,0.28414240621385123,0.6011935591697692,0.9012810851544838,0.810580204778157
120,0.28041865144457134,0.9157886981964112,0.8952524491333835,0.7064846416382252
