Epoch,Train Loss,Valid Loss,Train Acc,Valid Acc
1,2.155356134687151,1.341895294189453,0.28522984174830446,0.31569965870307165
2,1.3222148702258156,1.3064516544342042,0.34890730972117556,0.3720136518771331
3,1.2870949052629017,1.2737829685211182,0.3896006028636021,0.4283276450511945
4,1.2345466386704218,1.2257025003433228,0.43368500376789754,0.42662116040955633
5,1.2278643392381214,1.1433672428131103,0.4442351168048229,0.49146757679180886
6,1.1722213597524733,1.1252652406692505,0.47098718914845517,0.5426621160409556
7,1.1470600763956706,1.0805561065673828,0.48304446119065564,0.5204778156996587
8,1.1154248941512335,1.0695355176925658,0.48681235870384326,0.5460750853242321
9,1.0993221089953469,1.075918984413147,0.5135644310474755,0.5392491467576792
10,1.044034256821587,1.0305515289306642,0.5376789751318765,0.5426621160409556
11,1.0716546745527358,1.0574677467346192,0.5199698568198945,0.5648464163822525
12,1.0391396113804408,1.0087861895561219,0.5497362471740769,0.590443686006826
13,1.01288788659232,0.99087473154068,0.5591559909570459,0.5767918088737202
14,0.9901482008752369,1.0104859709739684,0.5730972117558403,0.5938566552901023
15,0.9656927613984971,1.01730135679245,0.5870384325546345,0.5938566552901023
16,0.9326344983918327,0.9647278308868408,0.6141672946495855,0.6075085324232082
17,0.8922299231801715,0.9469954371452332,0.6186887716654107,0.6467576791808873
18,0.9011314341000148,0.9031381011009216,0.6232102486812359,0.6706484641638225
19,0.8972729870251247,0.8833072662353516,0.6352675207234363,0.643344709897611
20,0.8567704217774528,0.8842079758644104,0.6574981160512434,0.636518771331058
21,0.8675830052012489,0.9424973607063294,0.653353428786737,0.6484641638225256
22,0.8575292343185061,0.8758990645408631,0.6503391107761869,0.6621160409556314
23,0.8041300660087949,0.8700843572616577,0.6642803315749811,0.6382252559726962
24,0.8722165454001654,0.8884997844696045,0.6401657874905803,0.6689419795221843
25,0.8039478829928807,0.870763111114502,0.6755840241145441,0.6774744027303754
26,0.7791529241062346,0.8780544996261597,0.693293142426526,0.6518771331058021
27,0.7879234495617095,0.86274733543396,0.6880180859080633,0.6638225255972696
28,0.7443485061327616,0.8580128908157348,0.70120572720422,0.6945392491467577
29,0.7341805724870591,0.8375463128089905,0.6985681989449887,0.6757679180887372
30,0.7238135252680097,0.8380834460258484,0.7027128862094951,0.6860068259385665
31,0.707365870475769,0.8043313503265381,0.714016578749058,0.7133105802047781
32,0.6893491007032848,0.7734569311141968,0.7287113790504898,0.7133105802047781
33,0.6470509795915513,0.8493169188499451,0.753956292388847,0.6928327645051194
34,0.682943100020999,0.7724957466125488,0.7328560663149962,0.7013651877133106
35,0.6693940304574513,0.8173672080039978,0.7415222305953278,0.7064846416382252
36,0.6480255666233244,0.8396262168884278,0.7509419743782969,0.6945392491467577
37,0.6539727903547741,0.79827321767807,0.7339864355689525,0.6825938566552902
38,0.6187298979078021,0.7425955772399903,0.7607385079125848,0.7303754266211604
39,0.5902958597455706,0.7695558071136475,0.7656367746797287,0.7252559726962458
40,0.5663832638944898,0.847795557975769,0.7727957799547852,0.6928327645051194
41,0.5851710140705109,0.7794771432876587,0.7720422004521477,0.7184300341296929
42,0.5741184169337863,0.8042942643165588,0.7758100979653353,0.7201365187713311
