Epoch,Train Loss,Valid Loss,Train Acc,Valid Acc
1,3.160443981488546,1.8408871173858643,0.2724189902034665,0.3856655290102389
2,1.4541377283277965,1.3370845317840576,0.38847023360964583,0.4044368600682594
3,1.2876257101694744,1.2815598249435425,0.3918613413715147,0.4334470989761092
4,1.2640445629755657,1.252469038963318,0.4050489826676714,0.44880546075085326
5,1.2305418877374559,1.2402276039123534,0.44574227581009795,0.44880546075085326
6,1.217801809310913,1.2056417226791383,0.4442351168048229,0.5068259385665529
7,1.193978610492888,1.1869168758392334,0.4702336096458176,0.5477815699658704
8,1.176155345780509,1.1687361478805542,0.48681235870384326,0.5170648464163823
9,1.1612611838749476,1.1553651094436646,0.4924642049736247,0.5341296928327645
10,1.1447074924196516,1.168880546092987,0.5067822155237377,0.5221843003412969
11,1.149376290185111,1.1504140853881837,0.4894498869630746,0.5273037542662116
12,1.1247814723423548,1.119223940372467,0.5109269027882442,0.5255972696245734
13,1.1019449546223594,1.1121581315994262,0.5342878673700076,0.5307167235494881
14,1.1018593368076144,1.110852885246277,0.5218538055764883,0.5290102389078498
15,1.1033220092455547,1.101734185218811,0.517709118311982,0.5221843003412969
16,1.0862301900273277,1.0812063217163086,0.5320271288620949,0.5614334470989761
17,1.0679991500718253,1.0868754148483277,0.5497362471740769,0.5597269624573379
18,1.0736650427182515,1.082949411869049,0.5501130369253956,0.537542662116041
19,1.0620563200541906,1.0605206489562988,0.5497362471740769,0.5699658703071673
20,1.0598770266487485,1.0767635583877564,0.5414468726450641,0.5699658703071673
21,1.0529614317984808,1.079794955253601,0.5414468726450641,0.5426621160409556
22,1.0508092982428414,1.041726779937744,0.546345139412208,0.5784982935153583
23,1.0475342727842785,1.0475920557975769,0.5455915599095704,0.5341296928327645
24,1.0568772696313404,1.0642676115036012,0.5403165033911078,0.568259385665529
25,1.0294464315686906,1.057943630218506,0.5602863602110023,0.5563139931740614
26,1.0386221749441964,1.0732425570487976,0.5516201959306707,0.5631399317406144
27,1.0444968513080053,1.0453413724899292,0.551243406179352,0.5750853242320819
28,1.0245990980239141,1.0262425303459168,0.56706857573474,0.5733788395904437
29,1.0219461293447585,1.033430826663971,0.5742275810097965,0.5648464163822525
30,1.02437843027569,1.0344507336616515,0.5633006782215524,0.5631399317406144
31,1.0155137777328491,1.0235817074775695,0.5712132629992465,0.5802047781569966
32,1.00708289089657,1.0254432797431945,0.5681989449886963,0.5665529010238908
33,0.9970802466074625,1.025095570087433,0.5844009042954031,0.5511945392491467
34,0.9977533845674424,1.0318405270576476,0.5768651092690279,0.5443686006825939
35,1.0062687737601144,1.0431295037269592,0.5791258477769404,0.5802047781569966
36,0.9873779870214916,1.0268791913986206,0.5768651092690279,0.5836177474402731
37,0.9947885161354428,1.0016729354858398,0.5700828937452901,0.5870307167235495
38,0.9889114130110968,1.006677794456482,0.578372268274303,0.5819112627986348
39,0.9829044597489494,1.0237632751464845,0.5930670685757348,0.5853242320819113
40,0.9673801263173422,1.014041256904602,0.5979653353428787,0.5699658703071673
41,0.964904731228238,0.9803598165512085,0.5964581763376036,0.5665529010238908
42,0.9798053134055364,1.0119700312614441,0.5866616428033158,0.5870307167235495
43,0.9645258443696159,0.9987300395965576,0.5892991710625471,0.5665529010238908
44,0.9590180204028175,1.0109657883644103,0.5957045968349661,0.5802047781569966
45,0.9584574557486034,0.9807597398757935,0.5994724943481538,0.5972696245733788
46,0.9455452192397344,1.0187456607818604,0.6055011303692539,0.5972696245733788
47,0.9595007470675877,1.0019736766815186,0.6137905048982668,0.5921501706484642
48,0.9541848387037005,1.0288925647735596,0.5972117558402411,0.5887372013651877
49,0.9403047675178164,0.9898118734359741,0.6055011303692539,0.5887372013651877
50,0.9418053768929981,0.9878697633743286,0.6036171816126601,0.6177474402730375
51,0.9421157013802302,0.9839537143707275,0.6115297663903542,0.60580204778157
52,0.9328724571636745,0.9857912302017212,0.6141672946495855,0.6006825938566553
53,0.9344799206370399,0.9900096893310547,0.6137905048982668,0.5955631399317406
54,0.929619394597553,0.9956525206565857,0.6232102486812359,0.6023890784982935
55,0.9357140631902785,0.9965319395065307,0.6217030896759608,0.5989761092150171
56,0.9282597530455816,0.9801973700523376,0.6220798794272796,0.6023890784982935
57,0.9188545658474877,0.9915697336196899,0.624717407686511,0.5989761092150171
58,0.9131581471079872,0.9774093151092529,0.6288620949510173,0.590443686006826
59,0.9301467566263109,0.9992498278617858,0.613413715146948,0.6040955631399317
60,0.9117843480337233,0.9945819854736329,0.624717407686511,0.6143344709897611
61,0.9109845360120138,0.9721860766410828,0.6220798794272796,0.5989761092150171
62,0.9054918374334063,0.9445320129394531,0.6367746797287114,0.6331058020477816
63,0.903129001458486,0.9750852346420288,0.6326299924642049,0.6006825938566553
64,0.9013083009492784,0.9619879126548767,0.627731725697061,0.6194539249146758
65,0.9022053026017689,0.9604040384292603,0.6262245666917859,0.6177474402730375
66,0.8990513824281239,0.9888574481010437,0.6311228334589299,0.6023890784982935
67,0.8893456146830604,0.9677889943122864,0.6428033157498116,0.6075085324232082
68,0.8922187572433835,0.9978401899337769,0.6435568952524491,0.6143344709897611
69,0.8924520271165031,0.9297821283340454,0.6250941974378297,0.6194539249146758
70,0.8840158326285226,0.9466359138488769,0.6465712132629993,0.643344709897611
71,0.8730565905570984,0.9601823449134826,0.6473247927656368,0.6331058020477816
72,0.8795427339417594,0.9343145012855529,0.6446872645064055,0.6313993174061433
73,0.8915268551735651,0.935719907283783,0.6379050489826676,0.6092150170648464
74,0.8736252018383571,0.967213761806488,0.6382818387339865,0.6126279863481229
75,0.873131587391808,0.9342374563217163,0.658251695553881,0.636518771331058
76,0.8719749365534101,0.9956095933914184,0.6394122079879427,0.6092150170648464
77,0.8809849506332761,0.9422003149986267,0.6371514694800301,0.6245733788395904
78,0.8847491627647763,0.9865298271179199,0.6412961567445365,0.6075085324232082
79,0.8741335925601778,0.9901817083358765,0.6465712132629993,0.6040955631399317
80,0.8731799239204043,0.9614295125007629,0.6330067822155238,0.6194539249146758
81,0.863370248249599,0.9732879400253296,0.6537302185380558,0.6075085324232082
82,0.8535966560954139,0.937416422367096,0.6548605877920121,0.6160409556313993
83,0.8514673936934698,0.9652025103569031,0.6571213262999246,0.6143344709897611
84,0.8554108398301261,0.9120915412902832,0.6477015825169555,0.6382252559726962
85,0.8490166749273028,0.9178015112876892,0.6646571213263,0.6501706484641638
86,0.8478383081299918,0.9281646132469177,0.651846269781462,0.6262798634812287
87,0.8382136850129991,0.946339774131775,0.6578749058025621,0.6245733788395904
88,0.8573635050228664,0.9493691444396972,0.6544837980406933,0.6109215017064846
